41351;ALEX;Fresa;C8A2C8;AB232BCF10;Hombro;633884
41117;LUCAS;Fucsia o Rosa neón;CC7722;AB232BCF11;Pecho;982376
40954;JOSE ANGEL;Gamboge o Goma guta;CCCCFF;AB232BCF12;Piernas;277167
39808;JOSE IGNACIO;Granatees o Burdeo;CCFF00;AB232BCF13;Cabeza;670727
39357;VICTOR MANUEL;Grises;CD5700;AB232BCF2;Hombro;155953
37069;LUIS MIGUEL;Gris antracita;CD5C5C;AB232BCF3;Brazos;34706
36806;RODRIGO;Gris de Payne;CD7F32;AB232BCF4;Hombro;33824
34965;GREGORIO;Gris oscuro;CD7F32;AB232BCF5;Cabeza;33615
34837;JOSE FRANCISCO;Gris pizarra;CD7F32;AB232BCF6;Cabeza;33551
34457;JUAN LUIS;Gris plomo;CD7F32;AB232BCF7;Hombro;33508
34043;XAVIER;Gules;CFB53B;AB232BCF8;Piernas;33398
33936;ALBERT;Helecho;CFFF05;AB232BCF9;Hombro;32899
2755501;JOSE;Índigo;D0F0C0;AB232BCF10;Brazos;32525
1450216;ANTONIO;Jadees;D1E231;AB232BCF11;Cabeza;31888
1326163;JUAN;Ladrillo;D473D4;AB232BCF12;Hombro;660635
1293868;MANUEL;Latón;D8BFD8;AB232BCF13;Cabeza;615061
1168544;FRANCISCO;Latón antiguo;D8BFD8;AB232BCF2;Pecho;399758
820603;LUIS;Lavandaes;D8BFD8;AB232BCF3;Brazos;283952
744402;JAVIER;Lavanda azulado, Vinca;D90115;AB232BCF4;Hombro;274399
705358;MIGUEL;Leonado o Leopardado;DA70D6;AB232BCF5;Pecho;271166
641330;ANGEL;Lilaes;DAA520;AB232BCF6;Hombro;264633
634363;CARLOS;Lima;DAB30A;AB232BCF7;Cabeza;261367
570532;JESUS;Limón;DD985C;AB232BCF8;Cabeza;255616
464934;DAVID;Lino;DE3163;AB232BCF9;Pecho;253198
401670;PEDRO;Luna;DEB887;AB232BCF10;Hombro;251664
375718;DANIEL;Madera;DFAF2C;AB232BCF11;Cabeza;228779
328113;ALEJANDRO;Magentaes;E0115F;AB232BCF12;Hombro;227359
323121;MARIA;Magnolia;E2725B;AB232BCF13;Piernas;224308
298941;RAFAEL;Maíz;E32636;AB232BCF2;Hombro;218588
294536;ALBERTO;Malvaes;E52B50;AB232BCF3;Brazos;212159
294061;FERNANDO;Mandarina;EC2300;AB232BCF4;Piernas;204772
284126;PABLO;Marfil;EC5800;AB232BCF5;Cabeza;203651
260295;RAMON;Melocotón;EDFF0C;AB232BCF6;Piernas;203228
259839;JORGE;Menta;EED9C4;AB232BCF7;Hombro;198949
228104;SERGIO;Miel;EF9B0F;AB232BCF8;Brazos;166037
211170;ENRIQUE;Marrónes, Pardo, Castaño o Café;EF9B0F;AB232BCF9;Piernas;164604
205274;VICENTE;Marrón topo;EF9B0F;AB232BCF10;Cabeza;162602
198971;ANDRES;Morado;EF9B0F;AB232BCF11;Piernas;160721
194289;DIEGO;Mostaza;F0F8FF;AB232BCF12;Piernas;152137
184015;VICTOR;Nácarwu;F28500;AB232BCF13;Pecho;150206
180608;IGNACIO;Naranjaes o Anaranjado;F2FFFF;AB232BCF2;Cabeza;148231
178903;ADRIAN;Negroes o Sable;F4C430;AB232BCF3;Cabeza;147690
173341;ALVARO;Negro de humo;F5DEB3;AB232BCF4;Piernas;145616
165204;RAUL;Negro de marfil;F8F4FF;AB232BCF6;Pecho;141821
158538;EDUARDO;Nieve;F95A61;AB232BCF7;Brazos;139529
157272;IVAN;Ocrees;F95A61;AB232BCF8;Hombro;124246
153926;JOAQUIN;Ocre amarillo;F95A61;AB232BCF9;Brazos;123657
153803;OSCAR;Ocre rojo;F95A61;AB232BCF10;Hombro;123629
147166;RUBEN;Oliva;FAF0E6;AB232BCF11;Pecho;122535
141338;SANTIAGO;Opalino;FBCEB1;AB232BCF12;Pecho;122007
128944;ROBERTO;Oroes;FBEC5D;AB232BCF13;Hombro;121010
124789;MARIO;Oro viejo;FC0FC0;AB232BCF2;Hombro;120059
123782;ALFONSO;Orquídea;FDE910;AB232BCF3;Piernas;118834
118783;GABRIEL;Óxido;FDF5E6;AB232BCF4;Pecho;115170
117816;JAIME;Pajizo;FDF5E7;AB232BCF5;Cabeza;112255
112269;RICARDO;Papaya;FDF5E8;AB232BCF6;Cabeza;111966
111712;MARCOS;Pardo;FE6F5E;AB232BCF7;Cabeza;111476
110277;EMILIO;Pera;FED85D;AB232BCF8;Piernas;106807
109350;JULIO;Peridot;FED85D;AB232BCF9;Cabeza;106549
103615;SALVADOR;Perla;FEFDF0;AB232BCF10;Piernas;106041
92843;GUILLERMO;Persimonio;FEFEFE;AB232BCF11;Cabeza;103042
92747;TOMAS;Pistacho;FEFEFE;AB232BCF12;Cabeza;99657
91369;JULIAN;Plata;FF0000;AB232BCF13;Cabeza;99362
88068;HUGO;Púrpuraes o Violado;FF00FF;AB232BCF2;Brazos;98625
88004;JORDI;Púrpura de Tiro, Púrpura real o Púrpura imperial;FF2400;AB232BCF3;Hombro;98007
85552;AGUSTIN;Riboflavina (colorante);FF4040;AB232BCF4;Piernas;97579
83723;FELIX;Rojoes, Gules o Sanguíneo;FF4D00;AB232BCF5;Brazos;96470
81262;MARTIN;Rojo cadmio;FF4D00;AB232BCF6;Piernas;95785
80508;JOSEP;Rojo de Venecia o Rojo de Sevilla;FF6347;AB232BCF7;Cabeza;92281
80288;NICOLAS;Rojo indio;FF77FF;AB232BCF8;Brazos;92218
78984;GONZALO;Rojo remolacha o Betanina (colorante);FF7F50;AB232BCF9;Pecho;91379
78782;MOHAMED;Rosaes;FF8C69;AB232BCF10;Pecho;88678
77170;CRISTIAN;Rosa fucsia;FFA000;AB232BCF11;Brazos;80164
76902;JOAN;Rubí;FFAA00;AB232BCF12;Cabeza;79374
76611;CESAR;Sable;FFBF00;AB232BCF13;Pecho;79212
73127;MARC;Salmónes;FFBF01;AB232BCF2;Brazos;78196
68611;DOMINGO;Sangría;FFCBDB;AB232BCF3;Cabeza;77151
66941;SEBASTIAN;Sanguíneo;FFD700;AB232BCF4;Cabeza;76199
65714;FELIPE;Sepia;FFDB58;AB232BCF5;Piernas;75667
64459;ALFREDO;Siena;FFE4C4;AB232BCF6;Brazos;73344
64226;SAMUEL;Sinople;FFE5B4;AB232BCF7;Pecho;72209
63748;ISMAEL;Solidago;FFEBCD;AB232BCF8;Piernas;71478
60695;MARIANO;Tartracinae (colorante);FFEE66;AB232BCF9;Pecho;70262
60651;HECTOR;Té verde;FFEFD5;AB232BCF10;Hombro;70177
54772;AITOR;Terracota;FFFAFA;AB232BCF11;Pecho;65356
50869;LUCAS;Tomatewu;FFFDD0;AB232BCF12;Cabeza;65159
48125;ALEX;Trigowu;FFFF00;AB232BCF13;Hombro;63699
47944;XAVIER;Turquesaes;FFFF99;AB232BCF2;Cabeza;63316
47916;RODRIGO;Turquies;FFFFF0;AB232BCF3;Brazos;62928
47737;ESTEBAN;Ultramarino;FFFFF2;AB232BCF4;Piernas;62192
47394;IKER;Verdees o Sinople;FFFFFF;AB232BCF6;Piernas;61604
46461;GREGORIO;Verde amarillentowu;FFFF100;AB232BCF7;Brazos;61543
43559;LORENZO;Verde bosquewu;FFFFF4;AB232BCF8;Cabeza;61337
42716;ARTURO;Verde camuflaje;FFFFF6;AB232BCF9;Piernas;61118
40288;EUGENIO;Verde Caribe;FFFFFF;AB232BCF10;Piernas;60573
39599;ALEXANDER;Verde cazador;FFFF101;AB232BCF11;Piernas;59960
39113;MARCO;Verde esmeralda;FFFFF8;AB232BCF12;Pecho;59732
38981;CRISTOBAL;Verde lima;FFFFF10;AB232BCF13;Cabeza;57096
38963;ALBERT;Verde malaquita;FFFFFF;AB232BCF2;Pecho;27000
38833;BORJA;Verde musgo;FFFF102;AB232BCF3;Piernas;959366
35745;VALENTIN;Verde manzana;FFFFF12;AB232BCF4;Cabeza;744985
35094;MATEO;Verde oscurowu;FFFFF14;AB232BCF5;Hombro;459314
34838;ADOLFO;Verde veronés o ;FFFFFF;AB232BCF6;Pecho;756233
34706;GERMAN;Verde viridian;ADDFAD;AB232BCF7;Hombro;639163
33824;AARON;Violetaes;ADFF2F;AB232BCF8;Piernas;845794
33615;JONATHAN;Violeta claroes;B3446C;AB232BCF9;Cabeza;892849
33551;ISAAC;Violín;B57EDC;AB232BCF10;Piernas;429627
33508;JOEL;Wisteria;B5A642;AB232BCF11;Brazos;873939
33398;CHRISTIAN;Zafiro;B7410E;AB232BCF12;Brazos;551105
32899;DARIO;Zanahoria;B87333;AB232BCF13;Hombro;664564
32525;ERNESTO;Zinnwaldita;B8B500;AB232BCF2;Cabeza;529268
31888;PAU;Absenta;BEF574;AB232BCF3;Hombro;178781
660635;MARIA CARMEN;Aguamarinaes;BF3030;AB232BCF4;Piernas;410626
615061;MARIA;Alabastro;C0C0C0;AB232BCF5;Cabeza;154979
399758;CARMEN;Almagro;C2B280;AB232BCF6;Brazos;280389
283952;JOSEFA;Almendra;3D2B1F;AB232BCF7;Cabeza;666176
274399;ANA MARIA;Almendra pálidowu;40404F;AB232BCF8;Cabeza;125134
271166;ISABEL;Alazán;40404F;AB232BCF9;Piernas;439545
264633;MARIA PILAR;Albaricoquees;40404F;AB232BCF10;Hombro;896775
261367;MARIA DOLORES;Amarantoes;40404F;AB232BCF11;Brazos;385924
255616;LAURA;Amarilloes;40826D;AB232BCF12;Brazos;561893
253198;MARIA TERESA;Amarillo de cromo;4682B4;AB232BCF13;Hombro;52686
251664;ANA;Amarillo de quinoleína (colorante);483C32;AB232BCF2;Brazos;979098
228779;CRISTINA;Amarillo ocasoes o Amarillo crepúsculo (colorante);4B0082;AB232BCF3;Hombro;959739
227359;MARIA ANGELES;Amarillo verdoso;4F7942;AB232BCF4;Hombro;514709
224308;MARTA;Amatista;4F7942;AB232BCF5;Piernas;471223
218588;FRANCISCA;Ámbares;50C878;AB232BCF6;Cabeza;507867
212159;ANTONIA;Ambrosíawu;5F9EA0;AB232BCF7;Pecho;630971
204772;MARIA ISABEL;Ampo;5F9EA1;AB232BCF8;Piernas;216859
203651;MARIA JOSE;Annato o Bija (colorante);5F9EA2;AB232BCF9;Brazos;560320
203228;DOLORES;Añiles, Índigo o Morado;5F9EA3;AB232BCF10;Cabeza;630618
198949;LUCIA;Argénes, Luna, Perla o Plata;66023C;AB232BCF11;Piernas;449553
166037;SARA;Arsénico;6C0277;AB232BCF12;Piernas;571975
164604;PAULA;Azafrán;6C0278;AB232BCF13;Pecho;496845
162602;MARIA LUISA;Azules;73C2FB;AB232BCF2;Cabeza;188156
160721;ELENA;Azul acero;73C2FB;AB232BCF3;Cabeza;550995
152137;PILAR;Azul Aliciawu;78866B;AB232BCF4;Piernas;662428
150206;CONCEPCION;Azul Bondi o Azul verdoso;7B3F00;AB232BCF4;Pecho;361375
148231;RAQUEL;Azul cadete;7BA05B;AB232BCF4;Piernas;637363
147690;ROSA MARIA;Azul cobaltoes;7E5835;AB232BCF4;Brazos;43591
145616;MANUELA;Azul egipcio;7FDD4C;AB232BCF4;Cabeza;679526
141821;MERCEDES;Azul de Prusia o Azul de Berlín;7FFF00;AB232BCF4;Cabeza;738972
139529;MARIA JESUS;Azul marinoes o Ultramarino;7FFFD4;AB232BCF4;Hombro;794596
124246;ROSARIO;Azul maya;80AA00;AB232BCF4;Pecho;377436
123657;BEATRIZ;Azul real;87CEFF;AB232BCF4;Piernas;289556
123629;JUANA;Azul sulfán (colorante);87CEFF;AB232BCF4;Piernas;158705
122535;TERESA;Azur;88421D;AB232BCF4;Hombro;157535
122007;JULIA;Beiswu o Beigees;88421D;AB232BCF4;Cabeza;154382
121010;NURIA;Berenjena;88421D;AB232BCF4;Cabeza;148875
120059;SILVIA;Bermellónes o Rojo China;92000A;AB232BCF4;Hombro;147209
118834;ENCARNACION;Bisquewu;964B00;AB232BCF4;Piernas;143513
115170;IRENE;Bistre;98FF98;AB232BCF4;Pecho;142632
112255;ALBA;Blancoes;9966CC;AB232BCF4;Hombro;140328
111966;PATRICIA;Blanco de España;9966CC;AB232BCF4;Brazos;136490
111476;MONTSERRAT;Borgoña;9AB973;AB232BCF4;Cabeza;135675
106807;ANDREA;Bronce;9ACD32;AB232BCF4;Brazos;135601
106549;ROSA;Burdeo;9BC4E2;AB232BCF4;Cabeza;132333
106041;ROCIO;Café;9DE093;AB232BCF4;Piernas;130886
103042;MONICA;Calabaza;A0522D;AB232BCF4;Piernas;126651
99657;MARIA MAR;Canario;A76726;AB232BCF4;Piernas;125079
99362;ALICIA;Canelo;AA0050;AB232BCF4;Cabeza;124486
98625;ANGELA;Caoba;ADDFAD;AB232BCF4;Brazos;123313
98007;SONIA;Caquies;ADFF2F;AB232BCF4;Piernas;123223
97579;SANDRA;Carameloes (colorante);B3446C;AB232BCF4;Hombro;122141
96470;MARINA;Cardowu;B57EDC;AB232BCF4;Cabeza;121723
95785;SUSANA;Carmesí;B5A642;AB232BCF4;Cabeza;119478
92281;YOLANDA;Carmínes;B7410E;AB232BCF4;Pecho;119138
92218;NATALIA;Carmín de alizarina;B87333;AB232BCF9;Pecho;116444
91379;MARGARITA;Carnaciónes o Encarnación;B8B500;AB232BCF9;Piernas;107662
88678;MARIA JOSEFA;Castaño;BEF574;AB232BCF9;Piernas;101419
80164;MARIA ROSARIO;Castaño rojizo;BF3030;AB232BCF9;Hombro;100436
79374;EVA;Castor;C0C0C0;AB232BCF9;Piernas;94457
79212;INMACULADA;Celestees;C2B280;AB232BCF9;Cabeza;94380
78196;CLAUDIA;Cerceta;C54B8C;AB232BCF9;Hombro;94248
77151;MARIA MERCEDES;Cereza;C62D42;AB232BCF9;Hombro;94120
76199;ANA ISABEL;Cerúleoes;C80815;AB232BCF9;Cabeza;93257
75667;ESTHER;Chartreusees;C88A65;AB232BCF9;Pecho;90556
73344;NOELIA;Chocolate;C8A2C8;AB232BCF9;Hombro;90244
72209;CARLA;Cianes;CC7722;AB232BCF9;Brazos;89699
71478;VERONICA;Cinzolino;CCCCFF;AB232BCF9;Pecho;83969
70262;SOFIA;Ciruela;CCFF00;AB232BCF9;Cabeza;83822
70177;ANGELES;Clorofilaes (colorante);CD5700;AB232BCF9;Pecho;83164
65356;CAROLINA;Cobre;CD5C5C;AB232BCF9;Cabeza;82144
65159;NEREA;Colorado;CD7F32;AB232BCF9;Piernas;80918
63699;MARIA VICTORIA;Corales;CD7F32;AB232BCF9;Piernas;80628
63316;MARIA ROSA;Coral rojoes;CD7F32;AB232BCF9;Brazos;77994
62928;EVA MARIA;Cremaes;CD7F32;AB232BCF9;Cabeza;77433
62192;AMPARO;Crudo;CFB53B;AB232BCF9;Piernas;77087
61604;MIRIAM;Denim;CFFF05;AB232BCF9;Cabeza;73808
61543;LORENA;Diente de león;D0F0C0;AB232BCF9;Hombro;73800
61337;INES;Dióxido de hierroes (colorante);D1E231;AB232BCF9;Piernas;72176
61118;MARIA CONCEPCION;Dulcamara o Amargamiel;D473D4;AB232BCF9;Piernas;72019
60573;ANA BELEN;Encaje antiguo;D8BFD8;AB232BCF9;Brazos;71907
59960;MARIA ELENA;Encarnación;D8BFD8;AB232BCF9;Pecho;70652
59732;VICTORIA;Encarnado;D8BFD8;AB232BCF9;Brazos;70267
57096;MARIA ANTONIA;Escarlata;D90115;AB232BCF9;Piernas;70144
56037;DANIELA;Esmeraldaes;DA70D6;AB232BCF9;Brazos;68077
56023;CATALINA;Espárrago;DAA520;AB232BCF9;Piernas;67445
54047;CONSUELO;Frambuesa;DAB30A;AB232BCF5;Hombro;66300
53296;LIDIA;Fresa;DD985C;AB232BCF5;Pecho;64818
52616;MARIA NIEVES;Fucsia o Rosa neón;DE3163;AB232BCF5;Brazos;64402
51604;CELIA;Gamboge o Goma guta;DEB887;AB232BCF5;Cabeza;64003
50179;ALEJANDRA;Granatees o Burdeo;DFAF2C;AB232BCF5;Hombro;61582
50030;OLGA;Grises;E0115F;AB232BCF5;Cabeza;59454
49814;EMILIA;Gris antracita;E2725B;AB232BCF5;Pecho;57451
49397;GLORIA;Gris de Payne;E32636;AB232BCF5;Brazos;57336
48868;LUISA;Gris oscuro;E52B50;AB232BCF5;Cabeza;56828
47669;AINHOA;Gris pizarra;EC2300;AB232BCF5;Piernas;56272
47312;AURORA;Gris plomo;EC5800;AB232BCF5;Brazos;54813
47187;MARIA SOLEDAD;Gules;EDFF0C;AB232BCF5;Piernas;54420
46622;MARTINA;Helecho;EED9C4;AB232BCF5;Piernas;53367
46612;FATIMA;Índigo;EF9B0F;AB232BCF5;Cabeza;53308
6224392;MARIA;Jadees;EF9B0F;AB232BCF5;Hombro;51564
1214987;CARMEN;Ladrillo;EF9B0F;AB232BCF5;Pecho;51194
807345;ANA;Latón;EF9B0F;AB232BCF5;Cabeza;51194
669212;ISABEL;Latón antiguo;F0F8FF;AB232BCF5;Piernas;2468
497066;DOLORES;Lavandaes;F28500;AB232BCF5;Brazos;2433
465087;PILAR;Lavanda azulado, Vinca;F2FFFF;AB232BCF5;Cabeza;2335
418928;TERESA;Leonado o Leopardado;F4C430;AB232BCF5;Pecho;2166
406772;JOSEFA;Lilaes;F5DEB3;AB232BCF5;Pecho;2085
400862;ROSA;Lima;F8F4FF;AB232BCF5;Piernas;2033
332177;CRISTINA;Limón;F95A61;AB232BCF5;Piernas;2001
318119;ANGELES;Lino;F95A61;AB232BCF5;Cabeza;1937
305812;ANTONIA;Luna;F95A61;AB232BCF5;Piernas;1918
297443;LAURA;Madera;F95A61;AB232BCF5;Cabeza;1915
276678;ELENA;Magentaes;FAF0E6;AB232BCF5;Piernas;1817
265715;FRANCISCA;Magnolia;FBCEB1;AB232BCF5;Pecho;1811
256127;MARTA;Maíz;FBEC5D;AB232BCF5;Piernas;1693
246024;MERCEDES;Malvaes;FC0FC0;AB232BCF5;Piernas;1647
242299;LUCIA;Mandarina;FDE910;AB232BCF5;Piernas;1631
242253;LUISA;Marfil;FDF5E6;AB232BCF5;Brazos;1608
234692;CONCEPCION;Melocotón;FDF5E7;AB232BCF5;Pecho;1587
229382;ROSARIO;Menta;FDF5E8;AB232BCF5;Hombro;1557
209305;JOSE;Miel;FE6F5E;AB232BCF5;Pecho;1535
191579;PAULA;Marrónes, Pardo, Castaño o Café;FED85D;AB232BCF5;Cabeza;1491
189512;SARA;Marrón topo;FED85D;AB232BCF5;Hombro;1436
178289;JUANA;Morado;FEFDF0;AB232BCF5;Hombro;1428
171576;RAQUEL;Mostaza;FEFEFE;AB232BCF5;Pecho;1424
170306;MANUELA;Nácarwu;FEFEFE;AB232BCF5;Cabeza;1382
163284;EVA;Naranjaes o Anaranjado;FF0000;AB232BCF5;Cabeza;1332
162394;JESUS;Negroes o Sable;FF00FF;AB232BCF5;Brazos;1324
162132;BEATRIZ;Negro de humo;FF2400;AB232BCF5;Cabeza;1253
161698;ROCIO;Negro de marfil;FF4040;AB232BCF5;Pecho;1248
158705;PATRICIA;Nieve;FF4D00;AB232BCF5;Hombro;1223
157535;VICTORIA;Ocrees;FF4D00;AB232BCF5;Brazos;1169
154382;JULIA;Ocre amarillo;FF6347;AB232BCF5;Cabeza;1158
148875;BELEN;Ocre rojo;FF77FF;AB232BCF5;Pecho;1128
147209;ENCARNACION;Oliva;FF7F50;AB232BCF5;Hombro;1099
143513;ANDREA;Opalino;FF8C69;AB232BCF5;Cabeza;1098
142632;SILVIA;Oroes;FFA000;AB232BCF5;Brazos;1095
140328;ESTHER;Oro viejo;FFAA00;AB232BCF5;Hombro;1076
136490;NURIA;Orquídea;FFBF00;AB232BCF5;Hombro;1037
135675;ALBA;Óxido;FFBF01;AB232BCF5;Hombro;1021
135601;MONTSERRAT;Pajizo;FFCBDB;AB232BCF5;Pecho;1019
132333;IRENE;Papaya;FFD700;AB232BCF5;Brazos;1014
130886;ANGELA;Pardo;FFDB58;AB232BCF5;Brazos;983
126651;INMACULADA;Pera;FFE4C4;AB232BCF5;Pecho;979
125079;MONICA;Peridot;FFE5B4;AB232BCF10;Cabeza;977
124486;SANDRA;Perla;FFEBCD;AB232BCF10;Cabeza;906
123313;YOLANDA;Persimonio;FFEE66;AB232BCF10;Piernas;901
123223;ALICIA;Pistacho;FFEFD5;AB232BCF10;Cabeza;889
122141;SONIA;Plata;FFFAFA;AB232BCF10;Cabeza;710798
121723;MAR;Púrpuraes o Violado;FFFDD0;AB232BCF10;Cabeza;588652
119478;MARGARITA;Púrpura de Tiro, Púrpura real o Púrpura imperial;FFFF00;AB232BCF10;Piernas;275366
119138;MARINA;Riboflavina (colorante);FFFF99;AB232BCF10;Piernas;77902
116444;SUSANA;Rojoes, Gules o Sanguíneo;FFFFF0;AB232BCF10;Cabeza;461954
107662;NATALIA;Rojo cadmio;FFFFF2;AB232BCF10;Piernas;205663
101419;CLAUDIA;Rojo de Venecia o Rojo de Sevilla;FFFFFF;AB232BCF10;Pecho;900769
100436;AMPARO;Rojo indio;FFFF100;AB232BCF10;Brazos;355253
